InputStoryid,DistortedSentenceIndex,Original_Sentence,Distorted_Sentence,Original_Story,Distorted_Story
8bfc6ca8-55b9-4c6c-801b-792c6b9bd202,0,I promised my wife I would learn to water ski.,"""I promised my wife I would learn to sled "".","I promised my wife I would learn to water ski. We went with her family out to the lake. When it was my turn to ski, I was too afraid. I made up a story about my legs hurting.","""I promised my wife I would learn to sled "". We went with her family out to the lake. When it was my turn to ski, I was too afraid. I made up a story about my legs hurting."
9a47f7ce-e834-4e7c-a09b-450d243fc837,0,I brought home a stray cat to my girlfriend.,"""I brought home a stray cat to my girlfriend. """,I brought home a stray cat to my girlfriend. She always told me she loved cats. I thought I was about to get a ton of boyfriend points. I must have missed a key detail in her cat story.,"""I brought home a stray cat to my girlfriend. "" She always told me she loved cats. I thought I was about to get a ton of boyfriend points. I must have missed a key detail in her cat story."
eb5e8794-bb96-4817-99c5-e4a46625795f,0,I had to reprimand two employees that worked at different locations.,"""I had to reprimand two employees that worked at the same location.""","I had to reprimand two employees that worked at different locations. I hated doing it and thought the matter was done with. Weeks later, one left a message about a question on paperwork. I phoned with: ""It's me"" and she said horrible things about me.","""I had to reprimand two employees that worked at the same location."" I hated doing it and thought the matter was done with. Weeks later, one left a message about a question on paperwork. I phoned with: ""It's me"" and she said horrible things about me."
423a6aa0-fd36-4862-bf96-e915f49fda74,2,She and her husband asked where we wanted to go.,She and her husband did not want to go.,"In 2010 we visited our daughter in New York. She was a grad student at CUNY. She and her husband asked where we wanted to go. I picked the Frick House, as we visited there on our honeymoon.","In 2010 we visited our daughter in New York. She was a grad student at CUNY. She and her husband did not want to go. I picked the Frick House, as we visited there on our honeymoon."
cf3dc745-0add-4755-91d0-5a08967b0342,2,I put down five dollars and played a game.,"""I put down five dollars and played a game "".",I visited Harvard Square in 2004. I watched the chess hustlers play speed chess. I put down five dollars and played a game. I played three more games and lost fifteen dollars.,"I visited Harvard Square in 2004. I watched the chess hustlers play speed chess. ""I put down five dollars and played a game "". I played three more games and lost fifteen dollars."
b82d2e31-798b-45f2-9120-0adc96d56f84,1,I decided to make a cheat sheet to use in class.,"""I decided to make a cheat sheet for school.""",I was ill-prepared for my final exam coming up. I decided to make a cheat sheet to use in class. I was nervous but needed an A. I put my cheat sheet in my palm and used it.,"I was ill-prepared for my final exam coming up. ""I decided to make a cheat sheet for school."" I was nervous but needed an A. I put my cheat sheet in my palm and used it."
c8901a73-044d-4462-83fb-5f28035f05e0,1,I tried several different sports.,"""I could not take several different sports.""","I wanted to play sports when I was younger. I tried several different sports. I tried baseball, hockey, and soccer. I quit most of them.","I wanted to play sports when I was younger. ""I could not take several different sports."" I tried baseball, hockey, and soccer. I quit most of them."
c83d2006-dbc6-42f1-923c-81f04347d524,0,"As a boy, I really wanted to meet a girl like my mother.","""As a girl, I really wanted to meet a man like my mother.""","As a boy, I really wanted to meet a girl like my mother. But as I grew I found different traits desirable. Hanging around other boys made me happy inside. I realized quite quickly that I might be gay.","""As a girl, I really wanted to meet a man like my mother."" But as I grew I found different traits desirable. Hanging around other boys made me happy inside. I realized quite quickly that I might be gay."
0d3d59f8-8a8a-4fab-8314-c4df14751415,2,They were enjoying themselves when a large hawk swooped down.,"They were getting angry when a large hawk swooped down.""",I own five chickens that I keep in a pen to keep them safe. One sunny day I decided to let them wander around on my lawn. They were enjoying themselves when a large hawk swooped down. I saw the hawk grab my favorite hen and I ran after it with a shovel.,"I own five chickens that I keep in a pen to keep them safe. One sunny day I decided to let them wander around on my lawn. They were getting angry when a large hawk swooped down."" I saw the hawk grab my favorite hen and I ran after it with a shovel."
39e13526-41fc-4be7-9937-236f26630958,1,I jiggled the wires on the speaker and computer.,I was excited to listen to the speaker and computer.,My left computer speaker went out. I jiggled the wires on the speaker and computer. I shook the speaker violently. I slammed the speaker onto the desk a few times.,My left computer speaker went out. I was excited to listen to the speaker and computer. I shook the speaker violently. I slammed the speaker onto the desk a few times.
b0891358-0f91-4656-b834-e75d8e6bee93,2,I took the bags outside my house.,I came in the door outside of my house.,My kitchen had too much trash in it. I cleaned it up and put it into bags. I took the bags outside my house. I then carried the bags down my driveway to the trash can.,My kitchen had too much trash in it. I cleaned it up and put it into bags. I came in the door outside of my house. I then carried the bags down my driveway to the trash can.
d4256f24-62a4-4ca0-b303-df5b79a5f6a2,2,She told me I was cute and started flirting.,"""She told me I was fat and started flirting.""",I was at my friend's house last week. He left the bathroom and his mom entered the room. She told me I was cute and started flirting. I told her I wasn't interested.,"I was at my friend's house last week. He left the bathroom and his mom entered the room. ""She told me I was fat and started flirting."" I told her I wasn't interested."
f0abc9dd-dad0-47a7-829f-b5f977b03c93,2,They came to my house and asked me if I knew anything.,They came to my house and asked me if I knew anything.,"The Mills next door had a new car. The car was stolen during the weekend. They came to my house and asked me if I knew anything. I told them I didn't, but for some reason they suspected me.","The Mills next door had a new car. The car was stolen during the weekend. They came to my house and asked me if I knew anything. I told them I didn't, but for some reason they suspected me."
1aaa06b4-e748-423f-a2f1-e68135dcb877,0,"One day, my wife's sister came over to the house to show us her puppy.","""One day, my wife's sister came over to the house to show us her baby.""","One day, my wife's sister came over to the house to show us her puppy. She told us that she had just gotten the puppy across the street. My sons begged me to get them one. I told them that if they would care for it, they could have it.","""One day, my wife's sister came over to the house to show us her baby."" She told us that she had just gotten the puppy across the street. My sons begged me to get them one. I told them that if they would care for it, they could have it."
